Driver code,Race name,Race year,Q1,Q2,Q3
LEC,Bahrain Grand Prix,2019,1:28.495,1:28.046,1:27.866
VET,Bahrain Grand Prix,2019,1:28.733,1:28.356,1:28.160
HAM,Bahrain Grand Prix,2019,1:29.262,1:28.578,1:28.190
BOT,Bahrain Grand Prix,2019,1:29.498,1:28.830,1:28.256
VER,Bahrain Grand Prix,2019,1:29.579,1:29.109,1:28.752
MAG,Bahrain Grand Prix,2019,1:29.532,1:29.017,1:28.757
SAI,Bahrain Grand Prix,2019,1:29.528,1:29.055,1:28.813
GRO,Bahrain Grand Prix,2019,1:29.688,1:29.249,1:29.015
RAI,Bahrain Grand Prix,2019,1:29.959,1:29.471,1:29.022
NOR,Bahrain Grand Prix,2019,1:29.381,1:29.258,1:29.043
RIC,Bahrain Grand Prix,2019,1:29.859,1:29.488,\N
ALB,Bahrain Grand Prix,2019,1:29.514,1:29.513,\N
GAS,Bahrain Grand Prix,2019,1:29.900,1:29.526,\N
PER,Bahrain Grand Prix,2019,1:29.893,1:29.756,\N
KVY,Bahrain Grand Prix,2019,1:29.876,1:29.854,\N
GIO,Bahrain Grand Prix,2019,1:30.026,\N,\N
HUL,Bahrain Grand Prix,2019,1:30.034,\N,\N
STR,Bahrain Grand Prix,2019,1:30.217,\N,\N
RUS,Bahrain Grand Prix,2019,1:31.759,\N,\N
KUB,Bahrain Grand Prix,2019,1:31.799,\N,\N
BOT,Chinese Grand Prix,2019,1:32.658,1:31.728,1:31.547
HAM,Chinese Grand Prix,2019,1:33.115,1:31.637,1:31.570
VET,Chinese Grand Prix,2019,1:33.557,1:32.232,1:31.848
LEC,Chinese Grand Prix,2019,1:32.712,1:32.324,1:31.865
VER,Chinese Grand Prix,2019,1:33.274,1:32.369,1:32.089
GAS,Chinese Grand Prix,2019,1:33.863,1:32.948,1:32.930
RIC,Chinese Grand Prix,2019,1:33.709,1:33.214,1:32.958
HUL,Chinese Grand Prix,2019,1:33.644,1:33.968,1:32.962
MAG,Chinese Grand Prix,2019,1:34.036,1:33.150,\N
GRO,Chinese Grand Prix,2019,1:33.752,1:33.156,\N
KVY,Chinese Grand Prix,2019,1:33.783,1:33.236,\N
PER,Chinese Grand Prix,2019,1:34.026,1:33.299,\N
RAI,Chinese Grand Prix,2019,1:34.125,1:33.419,\N
SAI,Chinese Grand Prix,2019,1:33.686,1:33.523,\N
NOR,Chinese Grand Prix,2019,1:34.148,1:33.967,\N
STR,Chinese Grand Prix,2019,1:34.292,\N,\N
RUS,Chinese Grand Prix,2019,1:35.253,\N,\N
KUB,Chinese Grand Prix,2019,1:35.281,\N,\N
BOT,Azerbaijan Grand Prix,2019,1:42.026,1:41.500,1:40.495
HAM,Azerbaijan Grand Prix,2019,1:41.614,1:41.580,1:40.554
VET,Azerbaijan Grand Prix,2019,1:42.042,1:41.889,1:40.797
VER,Azerbaijan Grand Prix,2019,1:41.727,1:41.388,1:41.069
PER,Azerbaijan Grand Prix,2019,1:42.249,1:41.870,1:41.593
KVY,Azerbaijan Grand Prix,2019,1:42.324,1:42.221,1:41.681
NOR,Azerbaijan Grand Prix,2019,1:42.371,1:42.084,1:41.886
GIO,Azerbaijan Grand Prix,2019,1:42.140,1:42.381,1:42.424
LEC,Azerbaijan Grand Prix,2019,1:41.426,1:41.995,\N
SAI,Azerbaijan Grand Prix,2019,1:41.936,1:42.398,\N
RIC,Azerbaijan Grand Prix,2019,1:42.486,1:42.477,\N
ALB,Azerbaijan Grand Prix,2019,1:42.154,1:42.494,\N
MAG,Azerbaijan Grand Prix,2019,1:42.382,1:42.699,\N
STR,Azerbaijan Grand Prix,2019,1:42.630,\N,\N
GRO,Azerbaijan Grand Prix,2019,1:43.407,\N,\N
HUL,Azerbaijan Grand Prix,2019,1:43.427,\N,\N
RUS,Azerbaijan Grand Prix,2019,1:45.062,\N,\N
KUB,Azerbaijan Grand Prix,2019,1:45.455,\N,\N
RAI,Azerbaijan Grand Prix,2019,\N,\N,\N
GAS,Azerbaijan Grand Prix,2019,\N,\N,\N
BOT,Spanish Grand Prix,2019,1:16.979,1:15.924,1:15.406
HAM,Spanish Grand Prix,2019,1:17.292,1:16.038,1:16.040
VET,Spanish Grand Prix,2019,1:17.425,1:16.667,1:16.272
VER,Spanish Grand Prix,2019,1:17.244,1:16.726,1:16.357
LEC,Spanish Grand Prix,2019,1:17.388,1:16.714,1:16.588
GAS,Spanish Grand Prix,2019,1:17.862,1:16.932,1:16.708
GRO,Spanish Grand Prix,2019,1:18.042,1:17.066,1:16.911
MAG,Spanish Grand Prix,2019,1:17.669,1:17.272,1:16.922
KVY,Spanish Grand Prix,2019,1:17.914,1:17.243,1:17.573
RIC,Spanish Grand Prix,2019,1:18.385,1:17.299,1:18.106
NOR,Spanish Grand Prix,2019,1:17.611,1:17.338,\N
ALB,Spanish Grand Prix,2019,1:17.796,1:17.445,\N
SAI,Spanish Grand Prix,2019,1:17.760,1:17.599,\N
RAI,Spanish Grand Prix,2019,1:18.132,1:17.788,\N
PER,Spanish Grand Prix,2019,1:18.286,1:17.886,\N
HUL,Spanish Grand Prix,2019,1:18.404,\N,\N
STR,Spanish Grand Prix,2019,1:18.471,\N,\N
GIO,Spanish Grand Prix,2019,1:18.664,\N,\N
RUS,Spanish Grand Prix,2019,1:19.072,\N,\N
KUB,Spanish Grand Prix,2019,1:20.254,\N,\N
HAM,Monaco Grand Prix,2019,1:11.542,1:10.835,1:10.166
BOT,Monaco Grand Prix,2019,1:11.562,1:10.701,1:10.252
VER,Monaco Grand Prix,2019,1:11.597,1:10.618,1:10.641
VET,Monaco Grand Prix,2019,1:11.434,1:11.227,1:10.947
GAS,Monaco Grand Prix,2019,1:11.740,1:11.457,1:11.041
MAG,Monaco Grand Prix,2019,1:11.865,1:11.363,1:11.109
RIC,Monaco Grand Prix,2019,1:11.767,1:11.543,1:11.218
KVY,Monaco Grand Prix,2019,1:11.602,1:11.412,1:11.271
SAI,Monaco Grand Prix,2019,1:11.872,1:11.608,1:11.417
ALB,Monaco Grand Prix,2019,1:12.007,1:11.429,1:11.653
HUL,Monaco Grand Prix,2019,1:12.097,1:11.670,\N
NOR,Monaco Grand Prix,2019,1:11.845,1:11.724,\N
GRO,Monaco Grand Prix,2019,1:11.837,1:12.027,\N
RAI,Monaco Grand Prix,2019,1:11.993,1:12.115,\N
GIO,Monaco Grand Prix,2019,1:11.976,1:12.185,\N
LEC,Monaco Grand Prix,2019,1:12.149,\N,\N
PER,Monaco Grand Prix,2019,1:12.233,\N,\N
STR,Monaco Grand Prix,2019,1:12.846,\N,\N
RUS,Monaco Grand Prix,2019,1:13.477,\N,\N
KUB,Monaco Grand Prix,2019,1:13.751,\N,\N
VET,Canadian Grand Prix,2019,1:11.200,1:11.142,1:10.240
HAM,Canadian Grand Prix,2019,1:11.518,1:11.010,1:10.446
LEC,Canadian Grand Prix,2019,1:11.214,1:11.205,1:10.920
RIC,Canadian Grand Prix,2019,1:11.837,1:11.532,1:11.071
GAS,Canadian Grand Prix,2019,1:12.023,1:11.196,1:11.079
BOT,Canadian Grand Prix,2019,1:11.229,1:11.095,1:11.101
HUL,Canadian Grand Prix,2019,1:11.720,1:11.553,1:11.324
NOR,Canadian Grand Prix,2019,1:11.780,1:11.735,1:11.863
SAI,Canadian Grand Prix,2019,1:11.750,1:11.572,1:13.981
MAG,Canadian Grand Prix,2019,1:12.107,1:11.786,\N
VER,Canadian Grand Prix,2019,1:11.619,1:11.800,\N
KVY,Canadian Grand Prix,2019,1:11.965,1:11.921,\N
GIO,Canadian Grand Prix,2019,1:12.122,1:12.136,\N
ALB,Canadian Grand Prix,2019,1:12.020,1:12.193,\N
GRO,Canadian Grand Prix,2019,1:12.109,\N,\N
PER,Canadian Grand Prix,2019,1:12.197,\N,\N
RAI,Canadian Grand Prix,2019,1:12.230,\N,\N
STR,Canadian Grand Prix,2019,1:12.266,\N,\N
RUS,Canadian Grand Prix,2019,1:13.617,\N,\N
KUB,Canadian Grand Prix,2019,1:14.393,\N,\N
HAM,French Grand Prix,2019,1:30.609,1:29.520,1:28.319
BOT,French Grand Prix,2019,1:30.550,1:29.437,1:28.605
LEC,French Grand Prix,2019,1:30.647,1:29.699,1:28.965
VER,French Grand Prix,2019,1:31.327,1:30.099,1:29.409
NOR,French Grand Prix,2019,1:30.989,1:30.019,1:29.418
SAI,French Grand Prix,2019,1:31.073,1:30.319,1:29.522
VET,French Grand Prix,2019,1:31.075,1:29.506,1:29.799
RIC,French Grand Prix,2019,1:30.954,1:30.369,1:29.918
GAS,French Grand Prix,2019,1:31.152,1:30.421,1:30.184
GIO,French Grand Prix,2019,1:31.180,1:30.408,1:33.420
ALB,French Grand Prix,2019,1:31.445,1:30.461,\N
RAI,French Grand Prix,2019,1:30.972,1:30.533,\N
HUL,French Grand Prix,2019,1:30.865,1:30.544,\N
PER,French Grand Prix,2019,1:30.964,1:30.738,\N
MAG,French Grand Prix,2019,1:31.166,1:31.440,\N
KVY,French Grand Prix,2019,1:31.564,\N,\N
GRO,French Grand Prix,2019,1:31.626,\N,\N
STR,French Grand Prix,2019,1:31.726,\N,\N
RUS,French Grand Prix,2019,1:32.789,\N,\N
KUB,French Grand Prix,2019,1:33.205,\N,\N
LEC,Austrian Grand Prix,2019,1:04.138,1:03.378,1:03.003
HAM,Austrian Grand Prix,2019,1:03.818,1:03.803,1:03.262
VER,Austrian Grand Prix,2019,1:03.807,1:03.835,1:03.439
BOT,Austrian Grand Prix,2019,1:04.084,1:03.863,1:03.537
MAG,Austrian Grand Prix,2019,1:04.778,1:04.466,1:04.072
NOR,Austrian Grand Prix,2019,1:04.361,1:04.211,1:04.099
RAI,Austrian Grand Prix,2019,1:04.615,1:04.056,1:04.166
GIO,Austrian Grand Prix,2019,1:04.450,1:04.194,1:04.179
GAS,Austrian Grand Prix,2019,1:04.412,1:03.988,1:04.199
VET,Austrian Grand Prix,2019,1:04.430,1:03.667,\N
GRO,Austrian Grand Prix,2019,1:04.552,1:04.490,\N
HUL,Austrian Grand Prix,2019,1:04.733,1:04.516,\N
ALB,Austrian Grand Prix,2019,1:04.708,1:04.665,\N
RIC,Austrian Grand Prix,2019,1:04.647,1:04.790,\N
SAI,Austrian Grand Prix,2019,1:04.453,1:13.601,\N
PER,Austrian Grand Prix,2019,1:04.789,\N,\N
STR,Austrian Grand Prix,2019,1:04.832,\N,\N
KVY,Austrian Grand Prix,2019,1:05.324,\N,\N
RUS,Austrian Grand Prix,2019,1:05.904,\N,\N
KUB,Austrian Grand Prix,2019,1:06.206,\N,\N
BOT,British Grand Prix,2019,1:25.750,1:25.672,1:25.093
HAM,British Grand Prix,2019,1:25.513,1:25.840,1:25.099
LEC,British Grand Prix,2019,1:25.533,1:25.546,1:25.172
VER,British Grand Prix,2019,1:25.700,1:25.848,1:25.276
GAS,British Grand Prix,2019,1:26.273,1:26.038,1:25.590
VET,British Grand Prix,2019,1:25.898,1:26.023,1:25.787
RIC,British Grand Prix,2019,1:26.428,1:26.283,1:26.182
NOR,British Grand Prix,2019,1:26.079,1:26.385,1:26.224
ALB,British Grand Prix,2019,1:26.482,1:26.403,1:26.345
HUL,British Grand Prix,2019,1:26.568,1:26.397,1:26.386
GIO,British Grand Prix,2019,1:26.449,1:26.519,\N
RAI,British Grand Prix,2019,1:26.558,1:26.546,\N
SAI,British Grand Prix,2019,1:26.203,1:26.578,\N
GRO,British Grand Prix,2019,1:26.347,1:26.757,\N
PER,British Grand Prix,2019,1:26.649,1:26.928,\N
MAG,British Grand Prix,2019,1:26.662,\N,\N
KVY,British Grand Prix,2019,1:26.721,\N,\N
STR,British Grand Prix,2019,1:26.762,\N,\N
RUS,British Grand Prix,2019,1:27.789,\N,\N
KUB,British Grand Prix,2019,1:28.257,\N,\N
HAM,German Grand Prix,2019,1:12.852,1:12.149,1:11.767
VER,German Grand Prix,2019,1:12.593,1:12.427,1:12.113
BOT,German Grand Prix,2019,1:13.075,1:12.424,1:12.129
GAS,German Grand Prix,2019,1:12.991,1:12.385,1:12.522
RAI,German Grand Prix,2019,1:13.066,1:12.519,1:12.538
GRO,German Grand Prix,2019,1:13.146,1:12.769,1:12.851
SAI,German Grand Prix,2019,1:13.221,1:12.632,1:12.897
PER,German Grand Prix,2019,1:13.194,1:12.776,1:13.065
HUL,German Grand Prix,2019,1:13.186,1:12.766,1:13.126
LEC,German Grand Prix,2019,1:12.229,1:12.344,\N
GIO,German Grand Prix,2019,1:13.170,1:12.786,\N
MAG,German Grand Prix,2019,1:13.103,1:12.789,\N
RIC,German Grand Prix,2019,1:13.131,1:12.799,\N
KVY,German Grand Prix,2019,1:13.278,1:13.135,\N
STR,German Grand Prix,2019,1:13.256,1:13.450,\N
NOR,German Grand Prix,2019,1:13.333,\N,\N
ALB,German Grand Prix,2019,1:13.461,\N,\N
RUS,German Grand Prix,2019,1:14.721,\N,\N
KUB,German Grand Prix,2019,1:14.839,\N,\N
VET,German Grand Prix,2019,\N,\N,\N
VER,Hungarian Grand Prix,2019,1:15.817,1:15.573,1:14.572
BOT,Hungarian Grand Prix,2019,1:16.078,1:15.669,1:14.590
HAM,Hungarian Grand Prix,2019,1:16.068,1:15.548,1:14.769
LEC,Hungarian Grand Prix,2019,1:16.337,1:15.792,1:15.043
VET,Hungarian Grand Prix,2019,1:16.452,1:15.885,1:15.071
GAS,Hungarian Grand Prix,2019,1:16.716,1:16.393,1:15.450
NOR,Hungarian Grand Prix,2019,1:16.697,1:16.060,1:15.800
SAI,Hungarian Grand Prix,2019,1:16.493,1:16.308,1:15.852
GRO,Hungarian Grand Prix,2019,1:16.978,1:16.319,1:16.013
RAI,Hungarian Grand Prix,2019,1:16.506,1:16.518,1:16.041
HUL,Hungarian Grand Prix,2019,1:16.790,1:16.565,\N
ALB,Hungarian Grand Prix,2019,1:16.912,1:16.687,\N
KVY,Hungarian Grand Prix,2019,1:16.750,1:16.692,\N
GIO,Hungarian Grand Prix,2019,1:16.894,1:16.804,\N
MAG,Hungarian Grand Prix,2019,1:16.122,1:17.081,\N
RUS,Hungarian Grand Prix,2019,1:17.031,\N,\N
PER,Hungarian Grand Prix,2019,1:17.109,\N,\N
RIC,Hungarian Grand Prix,2019,1:17.257,\N,\N
STR,Hungarian Grand Prix,2019,1:17.542,\N,\N
KUB,Hungarian Grand Prix,2019,1:18.324,\N,\N
LEC,Belgian Grand Prix,2019,1:43.587,1:42.938,1:42.519
VET,Belgian Grand Prix,2019,1:44.109,1:43.037,1:43.267
HAM,Belgian Grand Prix,2019,1:45.260,1:43.592,1:43.282
BOT,Belgian Grand Prix,2019,1:45.141,1:43.980,1:43.415
VER,Belgian Grand Prix,2019,1:44.622,1:44.132,1:43.690
RIC,Belgian Grand Prix,2019,1:45.560,1:44.103,1:44.257
HUL,Belgian Grand Prix,2019,1:45.899,1:44.549,1:44.542
RAI,Belgian Grand Prix,2019,1:45.842,1:44.140,1:44.557
PER,Belgian Grand Prix,2019,1:45.732,1:44.707,1:44.706
MAG,Belgian Grand Prix,2019,1:45.839,1:44.738,1:45.086
GRO,Belgian Grand Prix,2019,1:45.694,1:44.797,\N
NOR,Belgian Grand Prix,2019,1:46.154,1:44.847,\N
STR,Belgian Grand Prix,2019,1:46.000,1:45.047,\N
ALB,Belgian Grand Prix,2019,1:45.528,1:45.799,\N
GIO,Belgian Grand Prix,2019,1:45.637,\N,\N
GAS,Belgian Grand Prix,2019,1:46.435,\N,\N
SAI,Belgian Grand Prix,2019,1:46.507,\N,\N
KVY,Belgian Grand Prix,2019,1:46.518,\N,\N
RUS,Belgian Grand Prix,2019,1:47.548,\N,\N
KUB,Belgian Grand Prix,2019,\N,\N,\N
LEC,Italian Grand Prix,2019,1:20.126,1:19.553,1:19.307
HAM,Italian Grand Prix,2019,1:20.272,1:19.464,1:19.346
BOT,Italian Grand Prix,2019,1:20.156,1:20.018,1:19.354
VET,Italian Grand Prix,2019,1:20.378,1:19.715,1:19.457
RIC,Italian Grand Prix,2019,1:20.374,1:19.833,1:19.839
HUL,Italian Grand Prix,2019,1:20.155,1:20.275,1:20.049
SAI,Italian Grand Prix,2019,1:20.413,1:20.202,1:20.455
ALB,Italian Grand Prix,2019,1:20.382,1:20.021,\N
STR,Italian Grand Prix,2019,1:20.643,1:20.498,\N
RAI,Italian Grand Prix,2019,1:20.634,1:20.515,\N
GIO,Italian Grand Prix,2019,1:20.657,1:20.517,\N
MAG,Italian Grand Prix,2019,1:20.616,1:20.615,\N
KVY,Italian Grand Prix,2019,1:20.723,1:20.630,\N
NOR,Italian Grand Prix,2019,1:20.646,1:21.068,\N
GAS,Italian Grand Prix,2019,1:20.508,1:21.125,\N
GRO,Italian Grand Prix,2019,1:20.784,\N,\N
PER,Italian Grand Prix,2019,1:21.291,\N,\N
RUS,Italian Grand Prix,2019,1:21.800,\N,\N
KUB,Italian Grand Prix,2019,1:22.356,\N,\N
VER,Italian Grand Prix,2019,\N,\N,\N
LEC,Singapore Grand Prix,2019,1:38.014,1:36.650,1:36.217
HAM,Singapore Grand Prix,2019,1:37.565,1:36.933,1:36.408
VET,Singapore Grand Prix,2019,1:38.374,1:36.720,1:36.437
VER,Singapore Grand Prix,2019,1:38.540,1:37.089,1:36.813
BOT,Singapore Grand Prix,2019,1:37.317,1:37.142,1:37.146
ALB,Singapore Grand Prix,2019,1:39.106,1:37.865,1:37.411
SAI,Singapore Grand Prix,2019,1:38.882,1:37.982,1:37.818
HUL,Singapore Grand Prix,2019,1:39.001,1:38.580,1:38.264
NOR,Singapore Grand Prix,2019,1:38.606,1:37.572,1:38.329
PER,Singapore Grand Prix,2019,1:39.909,1:38.520,\N
GIO,Singapore Grand Prix,2019,1:39.272,1:38.697,\N
GAS,Singapore Grand Prix,2019,1:39.085,1:38.699,\N
RAI,Singapore Grand Prix,2019,1:39.454,1:38.858,\N
MAG,Singapore Grand Prix,2019,1:39.942,1:39.650,\N
KVY,Singapore Grand Prix,2019,1:39.957,\N,\N
STR,Singapore Grand Prix,2019,1:39.979,\N,\N
GRO,Singapore Grand Prix,2019,1:40.277,\N,\N
RUS,Singapore Grand Prix,2019,1:40.867,\N,\N
KUB,Singapore Grand Prix,2019,1:41.186,\N,\N
RIC,Singapore Grand Prix,2019,\N,\N,\N
LEC,Russian Grand Prix,2019,1:33.613,1:32.434,1:31.628
HAM,Russian Grand Prix,2019,1:33.230,1:33.134,1:32.030
VET,Russian Grand Prix,2019,1:33.032,1:32.536,1:32.053
VER,Russian Grand Prix,2019,1:33.368,1:32.634,1:32.310
BOT,Russian Grand Prix,2019,1:33.413,1:33.281,1:32.632
SAI,Russian Grand Prix,2019,1:34.184,1:33.807,1:33.222
HUL,Russian Grand Prix,2019,1:34.236,1:33.898,1:33.289
NOR,Russian Grand Prix,2019,1:34.201,1:33.725,1:33.301
GRO,Russian Grand Prix,2019,1:34.283,1:33.643,1:33.517
RIC,Russian Grand Prix,2019,1:34.138,1:33.862,1:33.661
GAS,Russian Grand Prix,2019,1:34.456,1:33.950,\N
PER,Russian Grand Prix,2019,1:34.336,1:33.958,\N
GIO,Russian Grand Prix,2019,1:34.755,1:34.037,\N
MAG,Russian Grand Prix,2019,1:33.889,1:34.082,\N
STR,Russian Grand Prix,2019,1:34.287,1:34.233,\N
RAI,Russian Grand Prix,2019,1:34.840,\N,\N
RUS,Russian Grand Prix,2019,1:35.356,\N,\N
KUB,Russian Grand Prix,2019,1:36.474,\N,\N
ALB,Russian Grand Prix,2019,1:39.197,\N,\N
KVY,Russian Grand Prix,2019,1:39.544,\N,\N
VET,Japanese Grand Prix,2019,1:28.988,1:28.174,1:27.064
LEC,Japanese Grand Prix,2019,1:28.405,1:28.179,1:27.253
BOT,Japanese Grand Prix,2019,1:28.896,1:27.688,1:27.293
HAM,Japanese Grand Prix,2019,1:28.735,1:27.826,1:27.302
VER,Japanese Grand Prix,2019,1:28.754,1:28.499,1:27.851
ALB,Japanese Grand Prix,2019,1:29.351,1:28.156,1:27.851
SAI,Japanese Grand Prix,2019,1:29.018,1:28.577,1:28.304
NOR,Japanese Grand Prix,2019,1:28.873,1:28.571,1:28.464
GAS,Japanese Grand Prix,2019,1:29.411,1:28.779,1:28.836
GRO,Japanese Grand Prix,2019,1:29.572,1:29.144,1:29.341
GIO,Japanese Grand Prix,2019,1:29.604,1:29.254,\N
STR,Japanese Grand Prix,2019,1:29.594,1:29.345,\N
RAI,Japanese Grand Prix,2019,1:29.636,1:29.358,\N
KVY,Japanese Grand Prix,2019,1:29.723,1:29.563,\N
HUL,Japanese Grand Prix,2019,1:29.619,1:30.112,\N
RIC,Japanese Grand Prix,2019,1:29.822,\N,\N
PER,Japanese Grand Prix,2019,1:30.344,\N,\N
RUS,Japanese Grand Prix,2019,1:30.364,\N,\N
MAG,Japanese Grand Prix,2019,\N,\N,\N
KUB,Japanese Grand Prix,2019,\N,\N,\N
VER,Mexican Grand Prix,2019,1:15.949,1:16.136,1:14.758
LEC,Mexican Grand Prix,2019,1:16.364,1:16.219,1:15.024
VET,Mexican Grand Prix,2019,1:16.696,1:15.914,1:15.170
HAM,Mexican Grand Prix,2019,1:16.424,1:15.721,1:15.262
ALB,Mexican Grand Prix,2019,1:16.175,1:16.574,1:15.336
BOT,Mexican Grand Prix,2019,1:17.062,1:15.852,1:15.338
SAI,Mexican Grand Prix,2019,1:17.044,1:16.267,1:16.014
NOR,Mexican Grand Prix,2019,1:17.092,1:16.447,1:16.322
KVY,Mexican Grand Prix,2019,1:17.041,1:16.657,1:16.469
GAS,Mexican Grand Prix,2019,1:17.065,1:16.679,1:16.586
PER,Mexican Grand Prix,2019,1:17.465,1:16.687,\N
HUL,Mexican Grand Prix,2019,1:17.608,1:16.885,\N
RIC,Mexican Grand Prix,2019,1:17.270,1:16.933,\N
RAI,Mexican Grand Prix,2019,1:17.225,1:16.967,\N
GIO,Mexican Grand Prix,2019,1:17.794,1:17.269,\N
STR,Mexican Grand Prix,2019,1:18.065,\N,\N
MAG,Mexican Grand Prix,2019,1:18.436,\N,\N
GRO,Mexican Grand Prix,2019,1:18.599,\N,\N
RUS,Mexican Grand Prix,2019,1:18.823,\N,\N
KUB,Mexican Grand Prix,2019,1:20.179,\N,\N
BOT,United States Grand Prix,2019,1:33.750,1:33.160,1:32.029
VET,United States Grand Prix,2019,1:33.766,1:33.782,1:32.041
VER,United States Grand Prix,2019,1:33.549,1:33.120,1:32.096
LEC,United States Grand Prix,2019,1:33.988,1:32.760,1:32.137
HAM,United States Grand Prix,2019,1:33.454,1:33.045,1:32.321
ALB,United States Grand Prix,2019,1:33.984,1:32.898,1:32.548
SAI,United States Grand Prix,2019,1:33.916,1:33.422,1:32.847
NOR,United States Grand Prix,2019,1:33.353,1:33.316,1:33.175
RIC,United States Grand Prix,2019,1:33.835,1:33.608,1:33.488
GAS,United States Grand Prix,2019,1:33.556,1:33.715,1:33.601
HUL,United States Grand Prix,2019,1:34.092,1:33.815,\N
MAG,United States Grand Prix,2019,1:33.812,1:33.979,\N
KVY,United States Grand Prix,2019,1:34.138,1:33.989,\N
STR,United States Grand Prix,2019,1:33.921,1:34.100,\N
GRO,United States Grand Prix,2019,1:34.161,1:34.158,\N
GIO,United States Grand Prix,2019,1:34.226,\N,\N
RAI,United States Grand Prix,2019,1:34.369,\N,\N
RUS,United States Grand Prix,2019,1:35.372,\N,\N
PER,United States Grand Prix,2019,1:35.808,\N,\N
KUB,United States Grand Prix,2019,1:35.889,\N,\N
VER,Brazilian Grand Prix,2019,1:08.242,1:07.503,1:07.508
VET,Brazilian Grand Prix,2019,1:08.556,1:08.050,1:07.631
HAM,Brazilian Grand Prix,2019,1:08.614,1:08.088,1:07.699
LEC,Brazilian Grand Prix,2019,1:08.496,1:07.888,1:07.728
BOT,Brazilian Grand Prix,2019,1:08.545,1:08.232,1:07.874
ALB,Brazilian Grand Prix,2019,1:08.503,1:08.117,1:07.935
GAS,Brazilian Grand Prix,2019,1:08.909,1:08.770,1:08.837
GRO,Brazilian Grand Prix,2019,1:09.197,1:08.705,1:08.854
RAI,Brazilian Grand Prix,2019,1:09.276,1:08.858,1:08.984
MAG,Brazilian Grand Prix,2019,1:08.875,1:08.803,1:09.037
NOR,Brazilian Grand Prix,2019,1:08.891,1:08.868,\N
RIC,Brazilian Grand Prix,2019,1:09.086,1:08.903,\N
GIO,Brazilian Grand Prix,2019,1:09.175,1:08.919,\N
HUL,Brazilian Grand Prix,2019,1:09.050,1:08.921,\N
PER,Brazilian Grand Prix,2019,1:09.288,1:09.035,\N
KVY,Brazilian Grand Prix,2019,1:09.320,\N,\N
STR,Brazilian Grand Prix,2019,1:09.536,\N,\N
RUS,Brazilian Grand Prix,2019,1:10.126,\N,\N
KUB,Brazilian Grand Prix,2019,1:10.614,\N,\N
SAI,Brazilian Grand Prix,2019,\N,\N,\N
HAM,Abu Dhabi Grand Prix,2019,1:35.851,1:35.634,1:34.779
BOT,Abu Dhabi Grand Prix,2019,1:36.200,1:35.674,1:34.973
VER,Abu Dhabi Grand Prix,2019,1:36.390,1:36.275,1:35.139
LEC,Abu Dhabi Grand Prix,2019,1:36.478,1:35.543,1:35.219
VET,Abu Dhabi Grand Prix,2019,1:36.963,1:35.786,1:35.339
ALB,Abu Dhabi Grand Prix,2019,1:36.102,1:36.718,1:35.682
NOR,Abu Dhabi Grand Prix,2019,1:37.545,1:36.764,1:36.436
RIC,Abu Dhabi Grand Prix,2019,1:37.106,1:36.785,1:36.456
SAI,Abu Dhabi Grand Prix,2019,1:37.358,1:36.308,1:36.459
HUL,Abu Dhabi Grand Prix,2019,1:37.506,1:36.859,1:36.710
PER,Abu Dhabi Grand Prix,2019,1:36.961,1:37.055,\N
GAS,Abu Dhabi Grand Prix,2019,1:37.198,1:37.089,\N
STR,Abu Dhabi Grand Prix,2019,1:37.528,1:37.103,\N
KVY,Abu Dhabi Grand Prix,2019,1:37.683,1:37.141,\N
MAG,Abu Dhabi Grand Prix,2019,1:37.710,1:37.254,\N
GRO,Abu Dhabi Grand Prix,2019,1:38.051,\N,\N
GIO,Abu Dhabi Grand Prix,2019,1:38.114,\N,\N
RAI,Abu Dhabi Grand Prix,2019,1:38.383,\N,\N
RUS,Abu Dhabi Grand Prix,2019,1:38.717,\N,\N
KUB,Abu Dhabi Grand Prix,2019,1:39.236,\N,\N
BOT,Austrian Grand Prix,2020,1:04.111,1:03.015,1:02.939
HAM,Austrian Grand Prix,2020,1:04.198,1:03.096,1:02.951
VER,Austrian Grand Prix,2020,1:04.024,1:04.000,1:03.477
NOR,Austrian Grand Prix,2020,1:04.606,1:03.819,1:03.626
ALB,Austrian Grand Prix,2020,1:04.661,1:03.746,1:03.868
PER,Austrian Grand Prix,2020,1:04.543,1:03.860,1:03.868
LEC,Austrian Grand Prix,2020,1:04.500,1:04.041,1:03.923
SAI,Austrian Grand Prix,2020,1:04.537,1:03.971,1:03.971
STR,Austrian Grand Prix,2020,1:04.309,1:03.955,1:04.029
RIC,Austrian Grand Prix,2020,1:04.556,1:04.023,1:04.239
VET,Austrian Grand Prix,2020,1:04.554,1:04.206,\N
GAS,Austrian Grand Prix,2020,1:04.603,1:04.305,\N
KVY,Austrian Grand Prix,2020,1:05.031,1:04.431,\N
OCO,Austrian Grand Prix,2020,1:04.933,1:04.643,\N
GRO,Austrian Grand Prix,2020,1:05.094,1:04.691,\N
MAG,Austrian Grand Prix,2020,1:05.164,\N,\N
RUS,Austrian Grand Prix,2020,1:05.167,\N,\N
GIO,Austrian Grand Prix,2020,1:05.175,\N,\N
RAI,Austrian Grand Prix,2020,1:05.224,\N,\N
LAT,Austrian Grand Prix,2020,1:05.757,\N,\N
HAM,Styrian Grand Prix,2020,1:18.188,1:17.825,1:19.273
VER,Styrian Grand Prix,2020,1:18.297,1:17.938,1:20.489
